recipeID,Ingredients,Seasonings,Steps
400562,1,5,4
400564,1,3,6
400566,1,7,11
400568,1,4,6
400569,2,7,8
400570,2,7,9
400571,2,7,11
400572,2,9,10
400574,2,5,13
400575,1,2,8
400577,1,3,8
400579,3,9,14
400580,4,3,9
400581,2,3,10
400582,5,3,13
400583,2,1,7
400585,1,2,4
400586,2,5,11
400587,4,2,7
400588,2,8,13
400589,3,6,10
400591,2,5,11
400593,1,7,9
400594,1,5,8
400595,2,4,7
400598,2,5,9
400599,2,2,7
400600,2,3,8
400601,3,2,11
400603,2,4,12
400605,2,3,8
400606,2,6,5
400607,3,2,5
400608,2,5,6
400609,1,8,5
400610,3,3,6
400611,2,5,9
400612,2,3,8
400613,1,5,5
400614,1,3,11
400615,4,3,8
400616,2,2,3
400617,5,2,11
400618,1,4,5
400619,1,5,5
400621,2,4,7
400622,2,4,14
400625,6,2,4
400627,1,3,5
400628,3,3,6
400629,2,3,8
400632,2,3,5
400633,2,5,10
400637,4,1,3
400638,2,8,13
400639,3,4,7
400641,2,4,10
400643,1,4,3
400644,1,1,3
400645,2,1,9
400646,2,3,7
400648,2,7,16
400651,1,3,5
400652,1,8,17
400653,1,3,8
400654,3,7,14
400655,1,4,9
400657,3,5,7
400659,2,6,6
400660,2,3,5
400661,1,6,16
400662,2,9,10
400665,1,5,17
400667,2,4,13
400668,6,1,8
400669,3,4,9
400670,5,2,9
400671,3,8,9
400672,1,1,11
400675,2,8,8
400677,3,4,4
400678,0,0,3
400679,1,8,6
400680,2,4,14
400681,5,4,9
400683,1,5,6
400684,2,4,6
400685,1,3,4
400686,2,1,5
400687,2,10,10
400688,4,3,18
400689,2,2,14
400691,1,1,6
400692,1,1,13
400693,3,2,22
400694,1,1,6
400697,2,3,5
400698,3,4,6
400699,2,5,6
400700,3,5,10
400702,1,3,5
400706,2,2,4
400707,2,3,9
400708,2,4,9
400709,1,3,10
400713,1,0,3
400715,3,5,13
400717,1,12,12
400720,3,5,9
400721,2,6,10
400722,2,4,9
400724,1,3,7
400725,2,5,8
400726,2,5,10
400728,4,3,9
400731,1,4,6
400732,2,4,6
400733,2,6,8
400734,1,1,3
400737,3,5,5
400738,1,1,3
400739,4,4,9
400743,1,2,7
400744,3,4,8
400745,1,3,8
400748,3,7,7
400751,4,2,12
400752,2,4,15
400753,3,4,15
400754,2,3,5
400755,3,3,8
400756,1,5,5
400758,2,4,12
400759,1,4,9
400761,2,5,13
400763,1,8,12
400767,1,7,8
400768,2,2,18
400769,1,3,10
400770,1,3,5
400771,2,3,7
400772,2,4,10
400773,2,4,13
400774,1,1,3
400776,3,2,15
400777,2,3,7
400778,3,5,14
400779,1,5,11
400780,3,4,11
400781,1,5,10
400782,2,4,11
400783,1,3,7
400784,2,4,6
400785,1,2,9
400786,1,2,6
400787,2,4,8
400788,3,1,8
400789,1,3,9
400790,2,3,10
400792,2,2,8
400793,1,4,19
400794,1,4,7
400795,2,3,9
400796,2,3,6
400797,1,4,8
400799,2,2,12
400800,4,2,5
400801,2,1,3
400802,1,1,3
400803,2,1,6
400806,3,2,5
400807,2,6,10
400808,2,4,6
400809,1,3,10
400810,2,2,4
400811,2,4,6
400812,2,8,19
400813,1,1,6
400814,3,8,8
400816,2,4,6
400817,1,2,9
400818,1,3,11
400819,1,8,8
400820,2,4,10
400821,2,5,5
400822,1,7,13
400823,2,2,4
400825,1,8,11
400826,2,3,8
400827,2,5,13
400828,1,3,8
400829,2,1,6
400831,3,3,13
400832,2,3,6
400833,3,7,7
400834,1,3,7
400835,3,10,11
400836,5,1,5
400837,1,5,11
400839,2,3,7
400840,1,7,4
400841,2,5,9
400842,1,2,5
400843,1,7,7
400845,2,1,5
400847,1,6,10
400848,2,3,8
400849,2,6,10
400851,1,2,4
400854,1,1,7
400855,3,8,9
400856,1,1,4
400858,1,1,4
400859,1,12,25
400861,2,4,5
400862,1,5,33
400864,1,7,12
400865,1,7,9
400866,1,4,5
400867,1,1,7
400868,3,9,9
400869,3,6,12
400870,1,1,4
400873,3,7,8
400877,3,3,6
400878,1,11,11
400880,3,1,9
400885,3,2,7
400886,3,3,7
400887,2,3,8
400888,1,2,5
400889,4,1,12
400893,1,6,9
400894,1,1,8
400895,1,8,7
400896,1,4,7
400898,1,4,6
400899,1,3,6
400900,1,2,10
400902,1,1,5
400910,2,4,10
400919,1,2,5
400921,3,4,8
400924,1,2,5
400928,2,2,4
400929,2,8,9
400930,1,4,5
400931,2,7,9
400932,1,1,5
400933,2,2,5
400934,3,2,6
400935,4,2,3
400936,1,3,3
400938,1,3,9
400940,3,7,10
400941,2,7,14
400943,1,10,10
400948,3,7,6
400950,2,4,6
400951,2,3,6
400952,2,6,8
400956,1,2,5
400961,2,8,9
400964,2,6,6
400966,1,3,6
400968,1,4,7
400970,2,5,6
400976,3,3,8
400977,3,4,3
400978,1,6,12
400979,5,4,18
400980,2,2,9
400981,4,1,4
400982,2,5,13
400983,1,3,7
400984,1,7,10
400985,3,7,13
400986,1,1,8
400987,3,3,10
400988,1,1,7
400990,0,0,10
400992,1,6,10
400993,2,4,16
400994,1,2,5
400995,2,7,11
400996,1,4,4
400999,1,11,10
401001,1,2,7
401003,2,4,6
401004,1,4,8
401005,2,7,8
401006,7,3,16
401008,1,3,6
401010,1,3,11
401011,1,3,9
401012,3,6,12
401013,3,10,9
401014,2,3,6
401015,1,3,6
401016,1,4,4
401017,1,2,8
401018,2,8,8
401019,2,8,13
401020,2,4,8
401021,3,6,8
401022,1,6,8
401023,1,5,8
401024,3,6,17
401026,5,1,12
401027,2,3,5
401028,2,8,9
401029,1,10,17
401030,1,6,6
401031,1,0,3
401032,1,2,11
401033,1,1,4
401034,2,4,11
401035,3,2,5
401037,2,2,7
401041,1,1,5
401043,3,1,6
401044,1,1,5
401045,6,0,6
401046,2,2,5
401047,3,4,5
401048,1,7,8
401049,2,2,6
401050,2,4,12
401051,1,5,6
401052,2,1,8
401053,2,4,8
401054,4,3,12
401055,1,6,8
401056,1,7,6
401058,1,8,12
401059,4,2,7
401060,1,11,14
401061,2,9,9
401062,2,6,6
401063,2,2,6
401064,1,4,3
401065,1,3,9
401066,1,2,4
401069,2,2,6
401070,1,9,10
401072,3,7,11
401073,2,3,9
401074,3,4,7
401079,3,2,8
401080,3,6,13
401081,1,1,4
401083,2,5,12
401087,2,2,4
401088,3,7,14
401089,1,7,8
401094,1,4,8
401095,2,8,9
401097,3,8,16
401098,2,4,5
401099,2,3,6
401101,3,7,9
401102,3,6,6
401103,1,4,7
401104,2,6,5
401105,2,3,7
401106,3,4,7
401107,2,8,13
401110,2,1,7
401111,1,5,5
401112,2,8,11
401113,1,2,3
401116,2,5,5
401117,1,3,9
401120,4,4,7
401121,1,4,5
401122,1,9,11
401123,1,2,5
401124,1,1,4
401128,2,2,3
401134,1,7,11
401137,2,11,9
401138,2,4,6
401139,3,7,9
401141,1,2,5
401142,1,3,1
401145,1,1,6
401146,6,1,6
401148,4,3,7
401150,2,3,10
401152,6,2,17
401154,1,2,11
401155,2,4,12
401157,4,4,7
401158,3,4,9
401159,3,4,7
401161,1,8,15
401162,2,5,9
401168,2,4,8
401169,2,9,8
401174,1,6,8
401176,1,5,9
401177,1,5,8
401178,4,2,14
401179,3,7,10
401181,1,5,4
401183,5,3,13
401184,2,6,7
401185,1,1,4
401186,2,5,7
401187,2,2,9
401189,2,8,18
401190,2,4,4
401191,5,4,4
401192,1,8,3
401194,2,6,6
401196,1,5,3
401198,3,1,8
401199,2,1,7
401201,2,2,9
401202,1,7,3
401203,3,10,12
401204,3,4,7
401205,1,3,7
401207,1,6,7
401209,2,5,6
401211,3,9,10
401216,4,1,9
401217,1,0,5
401218,2,10,15
401219,1,2,7
401220,1,13,13
401221,2,5,6
401223,2,2,5
401224,1,19,9
401227,2,5,7
401228,2,7,7
401235,2,4,6
401236,1,2,4
401238,2,6,12
401239,1,3,4
401241,2,4,11
401242,1,5,11
401243,1,4,3
401247,3,4,9
401248,1,10,15
401249,2,4,13
401250,1,8,12
401251,1,1,5
401252,1,4,9
401255,1,1,3
401257,1,2,8
401258,2,3,6
401259,1,2,6
401260,1,3,6
401261,1,3,7
401263,1,1,6
401264,2,6,6
401265,2,7,10
401267,1,4,6
401268,3,10,6
401269,2,4,6
401270,1,1,4
401271,1,7,13
401272,3,1,10
401273,3,11,5
401276,3,5,11
401277,1,4,5
401279,4,5,7
401280,2,4,5
401281,2,6,10
401284,2,4,5
401285,2,4,10
401286,5,2,10
401287,2,3,6
401288,2,3,8
401289,1,2,5
401292,5,3,11
401293,2,3,6
401294,1,3,8
401295,3,5,11
401296,4,3,13
401297,3,8,9
401298,3,6,13
401299,2,4,9
401300,1,9,9
401301,3,6,10
401302,1,5,7
401303,1,13,7
401305,5,2,10
401307,2,5,9
401308,3,3,7
401309,1,6,6
401311,4,2,17
401312,2,4,8
401313,4,8,21
401314,2,6,9
401315,2,1,6
401316,2,5,10
401317,2,6,10
401318,1,1,3
401319,4,3,7
401320,1,4,10
401321,1,4,5
401322,1,4,9
401324,2,4,15
401325,1,9,5
401326,5,3,6
401327,2,4,5
401328,5,2,9
401329,3,3,12
401330,1,6,9
401331,2,2,5
401332,4,1,6
401333,3,2,7
401334,2,2,7
401335,2,5,7
401337,3,3,5
401342,1,0,6
401345,2,4,6
401346,4,6,8
401347,2,2,6
401348,1,1,9
401351,1,5,6
401353,2,9,10
401354,2,6,11
401355,2,0,7
401357,1,10,12
401358,1,2,6
401360,1,6,7
401362,3,2,7
401363,5,3,12
401365,1,4,6
401367,3,5,12
401368,1,4,4
401371,1,5,12
401372,1,6,7
401374,4,5,9
401375,3,3,7
401379,1,1,9
401380,1,2,11
401382,1,5,12
401385,1,9,8
401386,8,7,17
401388,0,0,9
401389,2,4,9
401390,3,4,6
401391,1,5,19
401392,4,3,4
401394,1,4,18
401396,1,4,15
401397,2,5,8
401398,1,2,3
401401,1,3,12
401405,2,6,13
401406,2,7,13
401407,2,1,8
401408,2,2,7
401409,1,9,8
401412,2,7,15
401413,2,4,8
401414,1,3,5
401415,1,3,10
401417,1,1,3
401418,2,2,5
401419,0,0,5
401420,2,1,9
401421,2,3,10
401422,1,3,5
401423,2,2,11
401424,2,3,7
401426,2,8,8
401428,1,6,7
401429,2,5,13
401430,2,7,8
401432,1,2,5
401433,4,12,9
401434,2,8,9
401435,2,3,5
401436,1,3,6
401438,1,4,8
401439,2,2,5
401440,1,8,11
401442,1,7,9
401443,1,1,6
401444,3,4,6
401445,3,5,11
401446,1,8,7
401447,1,4,9
401448,3,2,5
401449,2,3,7
401450,3,3,8
401451,1,3,7
401452,3,1,5
401453,9,3,15
401454,2,4,11
401457,1,3,10
401458,1,5,13
401460,2,2,5
401462,2,5,5
401463,2,4,11
401465,2,6,9
401467,2,8,7
401468,2,4,6
401469,3,4,5
401472,2,3,7
401473,2,1,7
401474,1,3,7
401475,2,3,8
401476,3,4,10
401477,1,3,5
401478,1,4,7
401479,3,3,5
401480,1,4,5
401481,2,5,8
401482,2,6,10
401483,2,5,8
401484,1,4,10
401485,1,3,5
401486,2,3,8
401488,2,1,8
401489,4,0,6
401490,3,10,8
401492,5,0,5
401493,1,5,11
401494,4,8,11
401495,3,5,13
401496,3,6,7
401497,1,9,9
401498,2,2,6
401499,1,4,11
401501,4,4,8
401503,3,6,11
401504,2,6,8
401505,2,2,7
401506,1,4,5
401507,2,4,5
401508,2,5,6
401509,3,6,4
401510,2,3,10
401511,4,3,10
401512,2,3,6
401513,1,8,9
401514,2,7,8
401517,1,6,4
401521,2,1,6
401522,1,3,8
401524,1,6,4
401525,3,4,23
401526,5,5,10
401527,3,6,10
401528,6,4,20
401529,2,3,7
401530,1,13,20
401531,1,3,8
401533,1,8,8
401537,1,7,10
401538,1,4,4
401539,1,7,9
401540,3,8,6
401543,1,2,4
401544,2,4,3
401545,2,1,4
401546,0,0,3
401547,1,2,9
401548,1,10,7
401549,1,2,9
401550,2,6,10
401552,3,3,11
401553,2,5,11
401554,5,4,6
401557,1,1,3
401560,1,5,6
401561,2,4,4
401562,1,5,6
401563,2,5,6
401564,1,4,6
401566,2,6,11
401567,1,4,9
401568,1,7,12
401569,2,7,9
401570,3,9,6
401571,2,6,10
401572,3,6,11
401573,3,7,12
401575,1,7,6
401576,3,4,11
401577,2,4,9
401578,2,3,4
401580,2,4,6
401582,2,5,11
401584,1,4,6
401585,3,4,8
401586,3,5,12
401587,3,2,5
401588,2,6,10
401589,2,4,8
401590,1,6,6
401591,2,5,7
401592,2,4,9
401593,1,5,11
401594,1,3,3
401595,1,6,9
401596,1,3,8
401597,2,4,11
401599,1,6,8
401600,2,7,11
401601,2,5,5
401602,2,3,6
401603,1,1,4
401604,2,8,14
401606,1,3,6
401607,2,3,13
401610,3,4,5
401611,1,6,10
401613,1,8,13
401614,2,5,7
401615,1,4,7
401616,5,1,22
401618,2,4,13
401619,1,1,3
401620,1,2,6
401621,2,3,6
401623,5,1,5
401627,1,11,15
401629,4,7,6
401630,1,5,9
401631,1,5,21
401632,3,0,9
401633,4,0,5
401634,1,5,10
401635,2,3,4
401636,2,3,5
401638,3,7,11
401639,3,2,8
401641,1,5,10
401642,1,6,7
401646,2,1,7
401649,1,8,7
401650,2,3,11
401651,1,1,3
401653,2,4,10
401654,1,12,6
401656,2,2,7
401657,1,2,3
401659,3,3,9
401661,1,6,7
401663,2,3,10
401666,3,2,5
401669,2,6,10
401670,3,2,10
401671,2,7,7
401672,3,6,11
401674,1,4,5
401676,2,4,4
401678,1,8,8
401682,3,2,10
401683,1,7,6
401685,1,4,8
401686,2,3,8
401687,1,2,10
401688,1,3,6
401689,1,6,3
401690,1,1,5
401691,1,4,13
401692,1,2,3
401695,2,6,11
401696,2,1,9
401697,2,7,19
401698,2,5,15
401700,2,6,11
401701,2,6,11
401702,1,5,12
401704,2,6,12
401705,2,9,15
401706,2,7,14
401707,4,3,14
401708,2,6,13
401710,2,6,13
401711,3,1,8
401712,4,3,6
401713,1,1,3
401714,3,1,12
401716,3,5,11
401717,4,7,6
401718,1,5,3
401719,1,1,4
401720,1,5,3
401721,1,7,7
401722,3,3,11
401723,2,2,8
401724,2,14,10
401726,1,1,3
401728,1,3,5
401729,2,3,6
401730,2,9,21
401731,2,1,9
401732,7,3,8
401733,1,0,4
401736,3,1,7
401737,1,3,10
401739,2,3,8
401741,2,4,9
401742,1,1,3
401743,1,0,4
401747,2,4,3
401748,9,0,14
401749,2,3,5
401755,2,4,8
401756,1,3,4
401758,1,6,3
401759,3,9,7
401764,1,7,4
401765,7,7,8
401770,4,1,10
401771,1,5,9
401772,2,7,13
401773,2,2,3
401775,2,5,10
401777,1,5,6
401778,3,1,17
401779,2,1,8
401780,2,7,9
401781,2,4,7
401783,1,2,7
401784,3,1,9
401785,1,3,10
401786,2,3,8
401787,2,1,7
401788,4,1,10
401789,2,4,10
401790,3,2,8
401791,6,2,7
401792,2,7,9
401794,2,8,9
401796,2,7,13
401797,2,4,5
401798,1,5,26
401799,2,3,6
401800,3,2,8
401801,3,3,11
401802,1,8,5
401803,1,7,16
401805,1,5,9
401806,1,1,3
401807,3,2,6
401808,2,6,10
401809,1,4,6
401811,1,1,4
401812,1,6,11
401813,1,2,8
401814,4,3,7
401815,1,9,9
401819,2,4,7
401820,2,5,10
401821,2,7,7
401822,1,9,9
401823,1,5,12
401824,2,4,8
401826,2,3,5
401828,4,1,3
401829,1,3,6
401830,2,2,7
401831,2,3,11
401833,3,6,11
401835,1,2,7
401837,1,4,5
401838,2,1,5
401840,1,3,4
401841,3,4,8
401842,1,6,15
401843,1,11,12
401845,2,1,6
401846,1,4,11
401847,2,2,6
401848,1,6,5
401849,2,1,7
401850,1,2,5
401851,1,6,17
401854,1,2,5
401855,1,6,7
401858,2,5,12
401862,1,1,7
401863,1,3,5
401867,2,9,9
401869,2,4,8
401872,4,3,10
401873,3,3,8
401875,1,6,10
401877,2,4,6
401878,1,9,14
401881,2,14,9
401882,2,4,9
401883,1,6,8
401884,2,3,7
401886,6,5,7
401887,4,3,8
401888,2,5,11
401890,2,2,5
401891,1,2,6
401893,2,5,10
401894,2,4,6
401897,1,5,11
401898,1,4,16
401900,1,5,5
401905,1,4,6
401906,1,5,3
401907,1,2,8
401908,3,2,7
401912,2,3,7
401913,1,3,7
401914,2,5,6
401917,2,5,10
401918,1,2,6
401919,3,4,7
401921,3,2,9
401922,2,1,7
401923,2,3,6
401924,1,6,12
401927,1,2,7
401929,3,4,12
401931,4,2,12
401933,3,4,8
401935,2,5,10
401936,1,3,5
401937,1,4,10
401939,2,4,8
401940,3,1,7
401941,1,1,7
401942,1,1,6
401943,3,6,8
401944,3,1,7
401945,1,2,9
401946,3,4,5
401947,1,7,12
401948,4,1,7
401949,3,7,13
401951,1,3,6
401952,4,2,12
401953,2,5,11
401954,2,4,8
401955,2,3,12
401956,2,2,7
401957,1,4,6
401958,3,2,7
401959,1,3,7
401960,2,1,7
401961,2,5,13
401963,1,8,8
401964,1,4,7
401965,3,7,11
401966,2,5,5
401968,2,6,8
401969,2,4,8
401970,2,3,7
401971,2,10,9
401972,3,7,14
401974,1,11,12
401975,1,1,8
401976,1,8,7
401978,1,7,10
401979,1,10,8
401982,1,8,12
401983,1,7,7
401984,3,4,10
401985,1,2,6
401986,2,5,9
401989,1,5,8
401990,1,6,10
401991,1,4,7
401992,1,2,4
401993,1,3,7
401994,1,4,4
401995,2,3,10
401996,1,9,9
401997,2,5,12
401999,1,2,5
402000,2,6,9
402001,3,5,13
402003,1,0,3
402004,1,3,5
402005,1,7,5
402006,1,5,11
402007,1,8,9
402008,2,6,10
402009,1,2,3
402010,1,3,9
402012,1,3,7
402014,3,1,6
402015,1,9,8
402016,2,6,8
402017,2,4,7
402020,1,3,8
402021,2,5,14
402022,1,6,10
402024,2,3,9
402025,4,5,12
402026,2,1,10
402027,2,2,9
402030,1,3,10
402031,2,3,8
402034,1,1,6
402035,5,0,6
402036,1,0,3
402037,3,8,4
402038,3,5,6
402039,4,5,11
402040,7,2,3
402041,2,6,12
402044,1,3,5
402046,2,6,10
402047,1,8,9
402048,1,4,13
402049,3,4,3
402050,2,3,10
402051,2,3,6
402053,3,1,8
402054,1,3,6
402056,1,7,12
402057,3,5,9
402058,1,5,9
402059,2,5,10
402061,3,2,6
402063,2,7,8
402064,2,4,4
402065,1,9,10
402066,1,7,12
402068,2,3,8
402069,3,3,6
402071,4,6,7
402072,2,3,5
402073,1,8,3
402074,2,2,6
402075,1,6,11
402077,1,2,5
402080,3,10,4
402081,3,5,14
402082,1,3,7
402083,2,1,6
402085,2,2,5
402087,2,6,7
402090,9,7,11
402091,2,2,5
402092,1,5,11
402095,2,2,3
402096,3,12,5
402097,2,11,15
402099,2,5,8
402100,2,3,6
402101,1,5,4
402103,1,0,3
402104,3,1,7
402106,1,8,9
402108,1,4,10
402109,2,4,4
402111,1,2,6
402112,2,10,5
402114,2,2,8
402115,2,3,6
402116,1,1,3
402118,2,6,7
402120,3,9,10
402123,1,1,6
402124,2,3,9
402125,1,4,5
402126,1,1,3
402127,4,5,18
402128,2,3,6
402129,3,6,12
402130,2,3,10
402131,2,2,8
402132,1,2,7
402133,1,6,5
402134,3,2,8
402135,2,4,7
402136,1,6,7
402137,2,3,10
402138,2,3,9
402139,3,7,9
402143,1,7,12
402144,1,19,15
402145,3,5,17
402146,1,2,5
402148,1,2,4
402150,3,3,5
402151,1,0,3
402154,2,4,5
402155,6,1,3
402156,2,6,10
402158,2,13,8
402159,1,1,3
402161,2,5,13
402162,1,4,5
402163,1,6,7
402164,1,7,5
402165,2,5,9
402168,0,0,3
402169,1,5,10
402171,1,3,3
402172,2,1,5
402173,2,3,13
402174,3,4,12
402175,5,3,11
402176,1,3,6
402177,3,2,9
402179,5,2,3
402180,2,6,11
402181,2,5,7
402182,1,2,3
402183,2,2,8
402184,1,16,12
402185,2,3,6
402186,2,6,8
402189,3,2,8
402190,3,6,10
402191,1,4,18
402192,4,4,7
402194,2,4,7
402195,1,7,5
402196,2,2,7
402199,3,2,8
402200,2,8,10
402204,4,3,12
402206,2,3,7
402207,3,7,9
402208,3,1,6
402209,1,7,12
402210,1,2,9
402211,4,4,11
402214,3,3,4
402216,1,5,7
402220,2,4,5
402221,1,7,14
402222,2,3,13
402223,1,7,12
402224,6,1,6
402225,4,3,18
402226,1,3,8
402229,5,5,20
402231,3,5,15
402233,1,3,8
402238,3,3,9
402240,3,13,19
402241,2,1,4
402242,2,3,8
402243,2,3,7
402245,2,4,9
402252,2,2,9
402256,1,1,6
402258,1,5,12
402260,1,3,4
402261,1,3,4
402262,1,1,8
402263,1,3,5
402264,2,5,9
402272,4,2,7
402278,3,8,13
402280,1,5,35
402282,1,4,10
402286,1,3,7
402289,1,4,4
402291,3,3,7
402294,1,6,5
402295,3,1,8
402296,2,3,5
402297,1,4,6
402298,1,6,4
402299,1,7,12
402300,1,4,5
402301,1,9,5
402302,2,3,7
402303,1,6,10
402304,1,5,5
402305,2,3,9
402306,1,5,8
402307,1,2,11
402308,2,2,6
402310,2,4,15
402311,1,6,9
402312,2,3,13
402314,1,4,11
402315,2,9,9
402316,2,8,6
402317,2,7,11
402319,2,4,8
402320,2,1,5
402321,1,3,10
402322,4,4,11
402326,2,7,16
402327,2,10,12
402328,2,7,9
402329,2,3,7
402330,3,2,12
402331,7,2,15
402332,2,6,8
402333,2,2,11
402337,5,3,6
402343,2,5,5
402344,0,0,7
402346,1,1,4
402347,1,1,4
402348,4,4,6
402349,3,3,3
402350,2,5,14
402351,2,2,7
402352,1,1,5
402354,2,1,3
402356,2,5,6
402357,2,3,14
402358,2,4,7
402360,1,3,12
402361,2,5,14
402362,1,8,7
402363,3,1,5
402364,2,5,5
402367,2,2,7
402369,1,10,6
402373,2,2,6
402374,4,6,11
402375,7,0,8
402376,1,1,5
402377,3,4,8
402379,3,7,11
402383,1,0,3
402384,1,6,5
402385,2,5,7
402386,2,2,7
402387,6,0,3
402389,3,6,10
402391,3,3,6
402393,1,5,3
402394,1,4,10
402397,1,1,3
402399,4,11,16
402401,1,8,12
402403,2,9,14
402405,10,0,8
402406,1,1,5
402407,4,4,9
402409,2,5,12
402410,1,4,8
402415,1,8,12
402417,1,11,7
402418,1,3,8
402420,2,8,11
402421,1,4,10
402422,1,5,10
402424,1,2,7
402425,7,2,13
402427,2,5,15
402429,1,1,13
402430,1,3,9
402431,1,6,10
402432,5,2,28
402433,2,3,13
402436,4,6,13
402437,2,3,7
402439,3,7,12
402440,5,3,7
402441,1,7,7
402442,1,5,6
402444,1,1,5
402445,2,8,12
402447,2,8,13
402449,1,3,5
402451,2,3,6
402452,2,3,10
402453,4,3,6
402455,1,1,3
402457,5,2,16
402458,2,4,9
402459,1,5,8
402460,1,3,10
402463,2,5,7
402464,1,4,9
402465,2,4,11
402467,2,6,12
402468,1,3,7
402469,3,6,13
402471,4,4,10
402472,1,5,12
402474,1,7,7
402477,1,4,10
402478,1,3,6
402479,5,3,6
402480,2,4,10
402481,2,5,10
402482,2,2,8
402483,1,7,7
402484,1,2,7
402485,4,2,16
402486,1,3,8
402487,7,4,11
402488,3,5,10
402489,1,4,9
402490,3,8,14
402491,3,3,8
402492,1,1,8
402493,2,4,11
402494,1,3,10
402497,3,8,9
402498,1,1,5
402500,2,2,5
402501,2,5,7
402502,2,4,8
402503,1,1,3
402504,2,2,9
402506,1,8,10
402507,1,1,4
402508,2,7,7
402509,2,6,6
402510,1,4,5
402511,2,5,10
402514,2,7,12
402515,1,9,6
402519,3,4,7
402520,4,4,7
402521,0,0,5
402523,2,4,9
402525,3,5,13
402526,1,3,10
402530,3,4,8
402531,3,0,3
402532,2,2,6
402534,1,1,6
402535,3,7,12
402537,1,0,3
402539,1,9,7
402540,4,6,11
402542,6,1,6
402543,2,6,8
402545,3,7,11
402548,8,5,12
402550,1,7,6
402553,1,1,4
402557,2,1,7
402558,5,1,17
402559,1,0,4
402561,3,8,13
402565,3,1,7
402566,4,0,8
402569,3,0,6
402570,5,1,10
402571,1,6,8
402572,2,5,9
402573,2,2,3
402574,2,6,8
402575,1,5,13
402576,1,6,7
402578,3,5,10
402579,2,5,11
402580,1,2,6
402582,2,5,11
402584,1,4,6
402585,1,6,7
402586,2,4,8
402587,1,8,11
402589,2,6,3
402590,2,2,10
402592,2,1,6
402593,2,7,10
402594,2,5,14
402596,1,4,6
402597,4,1,6
402598,3,3,10
402599,1,4,6
402602,2,2,11
402603,2,5,10
402604,0,0,3
402605,1,3,7
402606,2,2,10
402607,1,4,7
402608,2,4,10
402609,3,4,8
402610,1,4,6
402611,1,6,12
402613,1,6,5
402615,2,4,20
402616,2,6,11
402617,2,6,9
402618,1,3,5
402619,2,4,11
402620,1,3,10
402622,1,1,4
402624,1,14,9
402625,1,3,11
402627,2,3,10
402629,1,4,12
402631,2,6,3
402634,2,3,14
402635,3,6,8
402636,1,1,10
402638,2,2,6
402642,4,12,19
402643,3,4,12
402644,2,3,10
402645,2,7,11
402646,2,3,6
402647,2,5,9
402648,1,3,6
402650,1,3,7
402651,1,8,3
402652,1,1,6
402653,2,4,6
402654,1,6,3
402655,2,4,7
402656,1,3,7
402659,1,7,11
402660,2,2,10
402661,1,6,7
402663,2,3,10
402664,4,1,3
402665,5,1,14
402667,1,1,4
402669,2,1,7
402671,3,6,18
402672,1,3,10
402673,1,2,9
402674,3,8,13
402675,1,2,8
402676,1,9,9
402677,3,5,7
402678,1,6,5
402680,2,2,6
402681,8,6,4
402682,4,1,8
402683,2,2,6
402685,2,5,8
402686,3,5,7
402689,2,1,6
402690,1,5,9
402691,6,1,5
402693,2,5,7
402694,2,5,10
402695,2,4,4
402696,2,9,12
402697,1,4,6
402698,1,2,8
402700,2,6,9
402701,1,4,8
402702,2,3,8
402703,4,4,7
402704,3,5,14
402706,1,2,6
402709,1,3,7
402710,3,4,11
402711,1,5,4
402712,3,5,11
402714,2,8,12
402716,1,2,3
402717,4,1,5
402720,1,2,7
402721,2,7,6
402722,5,2,5
402723,1,2,10
402725,2,4,10
402726,1,8,9
402730,3,5,12
402734,8,4,6
402738,1,1,3
402742,1,0,3
402744,1,1,3
402745,12,12,4
402748,1,8,9
402749,2,1,7
402750,1,3,10
402752,1,5,7
402753,1,3,7
402754,1,6,12
402755,2,2,11
402756,2,3,6
402757,1,4,4
402758,1,10,13
402759,1,3,9
402760,1,5,5
402765,2,1,8
402768,1,4,4
402771,1,11,12
402772,3,3,10
402774,1,4,6
402776,2,5,7
402777,2,2,6
402778,1,7,8
402779,1,4,7
402783,1,2,7
402786,2,5,12
402789,2,4,8
402791,0,0,3
402795,1,2,8
402796,2,4,9
402797,1,8,8
402798,2,2,7
402799,1,1,7
402800,3,1,4
402803,8,0,5
402807,2,5,13
402808,1,7,6
402809,1,5,7
402810,2,1,13
402812,1,3,8
402813,7,3,18
402816,5,2,14
402820,1,6,6
402821,1,6,5
402822,1,4,4
402824,1,6,5
402826,2,6,6
402827,1,2,5
402829,1,3,7
402830,5,4,6
402831,1,7,9
402834,1,1,5
402835,2,7,11
402839,1,2,5
402840,3,4,16
402841,1,1,3
402842,2,1,6
402844,1,4,4
402847,1,0,3
402849,1,5,11
402850,1,1,5
402851,2,4,13
402854,3,1,6
402855,4,1,4
402856,2,11,9
402858,4,0,5
402859,3,4,7
402864,1,1,3
402866,2,4,7
402871,1,1,3
402872,1,1,4
402873,5,5,16
402874,0,0,3
402877,2,1,4
402878,2,1,5
402880,1,5,12
402881,1,8,8
402883,1,5,6
402884,1,9,10
402885,2,6,10
402886,1,8,10
402887,1,1,3
402889,2,9,11
402891,1,3,12
402893,1,8,5
402894,1,3,3
402895,3,3,13
402896,4,4,4
402898,1,11,6
402899,1,4,8
402900,1,1,5
402901,1,5,11
402902,1,6,5
402903,1,7,5
