recipeID,Ingredients,Seasonings,Steps
7008605,3,1,8
7008606,2,9,9
7008608,2,3,7
7008610,2,5,10
7008612,5,8,10
7008613,1,2,5
7008614,2,3,8
7008616,3,7,12
7008617,5,5,10
7008619,3,6,15
7008620,7,4,11
7008621,8,2,9
7008622,3,2,15
7008623,3,2,8
7008624,7,4,9
7008625,1,9,6
7008626,2,3,8
7008628,1,2,8
7008629,2,2,9
7008630,2,1,7
7008631,4,5,16
7008632,1,8,8
7008633,3,4,10
7008634,4,2,14
7008635,1,3,9
7008636,2,1,8
7008637,3,1,6
7008638,4,2,8
7008639,3,5,17
7008640,1,2,6
7008641,3,3,16
7008642,2,4,16
7008643,1,11,21
7008644,1,1,6
7008645,2,4,7
7008646,2,4,6
7008649,2,4,14
7008650,2,4,6
7008651,1,7,5
7008652,3,3,15
7008653,1,2,5
7008654,1,4,8
7008655,3,1,12
7008656,2,1,5
7008657,3,4,7
7008658,7,1,19
7008659,2,5,8
7008660,1,8,3
7008661,1,6,7
7008662,1,7,4
7008663,3,3,8
7008664,2,6,7
7008666,1,5,13
7008667,5,3,10
7008668,2,16,17
7008670,1,5,9
7008671,3,6,7
7008673,1,6,9
7008675,3,1,5
7008676,3,6,4
7008677,3,7,16
7008680,6,4,10
7008681,3,9,10
7008682,4,4,12
7008684,2,3,4
7008685,2,7,11
7008687,3,7,15
7008688,3,5,13
7008689,4,2,15
7008690,3,4,11
7008693,1,10,10
7008695,3,1,8
7008696,2,6,7
7008697,1,9,7
7008698,5,6,12
7008699,2,3,8
7008700,2,4,9
7008701,4,2,10
7008702,2,10,11
7008703,1,5,7
7008704,2,4,8
7008705,2,4,13
7008706,2,9,9
7008707,2,10,9
7008708,3,6,6
7008709,2,4,9
7008710,4,11,11
7008711,2,8,11
7008712,5,2,10
7008713,3,3,7
7008714,12,10,16
7008715,1,8,9
7008716,1,4,8
7008717,6,4,14
7008718,2,3,10
7008719,3,7,7
7008720,2,5,22
7008721,4,2,5
7008722,3,4,7
7008723,4,4,9
7008724,2,4,7
7008725,4,6,6
7008726,1,4,12
7008727,4,7,11
7008728,3,3,16
7008729,1,6,5
7008730,3,7,7
7008731,1,2,5
7008735,2,5,11
7008737,4,2,16
7008738,3,5,10
7008739,1,8,18
7008740,1,9,20
7008741,3,6,3
7008743,2,3,19
7008744,2,1,10
7008745,1,4,8
7008746,1,3,7
7008747,4,1,6
7008748,7,1,13
7008749,3,5,7
7008750,4,1,16
7008751,1,2,4
7008752,1,10,10
7008753,2,6,7
7008754,1,4,8
7008755,7,5,21
7008756,4,5,15
7008757,1,8,4
7008758,2,6,10
7008759,6,2,14
7008760,7,4,7
7008761,4,1,7
7008763,1,4,7
7008764,3,4,8
7008765,5,6,16
7008766,6,3,27
7008768,2,1,7
7008769,2,1,9
7008771,4,1,9
7008772,2,5,8
7008773,2,3,9
7008774,4,2,14
7008775,4,6,7
7008776,1,1,9
7008777,2,3,4
7008779,1,3,9
7008780,3,1,9
7008781,1,11,8
7008782,7,6,26
7008783,7,1,12
7008784,2,8,6
7008785,2,5,6
7008786,3,4,9
7008787,3,2,4
7008788,2,3,7
7008789,4,1,12
7008790,2,1,5
7008791,5,3,10
7008792,2,11,12
7008793,3,5,12
7008794,3,2,5
7008795,4,4,12
7008796,2,5,5
7008797,5,1,6
7008798,2,5,9
7008799,2,6,9
7008800,2,4,9
7008801,1,10,12
7008802,1,4,11
7008803,2,6,22
7008804,1,3,4
7008805,2,3,8
7008806,4,5,13
7008807,3,6,10
7008808,3,7,9
7008809,5,4,12
7008810,3,7,13
7008811,3,1,13
7008812,4,3,10
7008813,6,6,15
7008814,3,1,10
7008815,1,2,8
7008816,4,1,11
7008817,2,5,3
7008818,4,5,13
7008819,3,4,6
7008820,5,6,12
7008821,1,2,4
7008824,2,7,7
7008825,2,2,7
7008826,5,7,7
7008827,6,3,7
7008828,3,3,7
7008829,2,1,6
7008830,5,6,15
7008831,7,17,24
7008832,2,3,8
7008833,2,5,8
7008834,1,10,8
7008835,2,3,4
7008836,2,7,3
7008837,3,1,16
7008838,2,1,7
7008840,3,2,11
7008843,4,4,13
7008844,3,6,9
7008847,3,3,7
7008850,3,6,9
7008851,3,6,5
7008852,3,2,6
7008853,5,4,6
7008855,3,3,11
7008856,1,3,5
7008857,7,2,17
7008858,1,1,5
7008859,2,2,4
7008860,9,1,15
7008861,2,3,8
7008862,7,1,10
7008863,3,1,6
7008864,1,2,6
7008865,4,5,16
7008866,3,1,6
7008867,3,2,7
7008868,2,5,9
7008869,2,3,6
7008870,3,3,6
7008871,5,1,9
7008872,2,6,21
7008873,2,5,10
7008874,3,9,6
7008876,4,3,17
7008878,2,7,10
7008879,1,3,23
7008880,2,5,11
7008883,2,8,8
7008884,1,6,20
7008885,1,5,6
7008886,1,9,9
7008887,2,6,9
7008888,3,2,10
7008889,2,5,14
7008890,4,7,16
7008891,3,2,11
7008892,3,2,10
7008893,3,6,16
7008894,3,8,11
7008895,3,1,12
7008896,2,7,13
7008897,3,6,12
7008898,7,3,10
7008899,2,3,9
7008900,6,3,16
7008901,3,3,9
7008902,3,4,14
7008906,3,2,9
7008908,1,6,10
7008910,2,2,6
7008911,2,4,7
7008912,1,3,6
7008914,1,2,8
7008915,9,10,12
7008916,3,4,15
7008917,1,7,9
7008918,1,8,9
7008919,2,2,8
7008920,2,3,8
7008921,1,6,7
7008922,3,7,8
7008923,2,3,6
7008924,3,1,16
7008926,2,3,11
7008927,2,3,5
7008928,3,2,6
7008929,2,4,6
7008931,3,2,7
7008933,2,2,17
7008934,1,5,6
7008935,1,4,7
7008936,13,6,18
7008937,3,5,5
7008938,3,3,6
7008939,3,3,7
7008940,3,5,7
7008941,4,3,8
7008942,2,9,13
7008944,2,11,9
7008945,2,3,6
7008946,2,7,7
7008947,4,1,8
7008948,4,1,8
7008949,1,10,9
7008950,1,7,9
7008951,2,4,5
7008952,3,4,8
7008953,4,4,13
7008954,5,5,7
7008955,4,5,9
7008957,4,5,9
7008958,1,7,9
7008959,3,7,9
7008961,1,8,10
7008964,2,4,5
7008965,4,1,9
7008966,7,2,6
7008967,2,7,8
7008968,8,6,8
7008969,6,7,6
7008970,3,5,11
7008971,5,2,11
7008972,1,5,8
7008973,2,7,8
7008974,2,4,8
7008976,3,12,3
7008977,8,2,8
7008978,2,3,6
7008979,4,5,10
7008981,2,3,6
7008982,2,3,8
7008986,1,7,9
7008987,3,6,14
7008988,2,2,13
7008989,4,10,15
7008990,6,4,12
7008991,8,1,12
7008993,1,3,3
7008996,2,8,11
7008997,1,10,6
7008998,10,7,13
7008999,2,1,7
7009000,3,3,14
7009001,1,4,6
7009002,1,12,7
7009003,2,10,8
7009005,3,3,9
7009006,2,1,5
7009007,3,1,5
7009008,3,2,6
7009009,1,6,5
7009010,3,2,4
7009011,2,7,12
7009012,1,5,8
7009013,1,1,15
7009014,2,2,5
7009015,1,2,7
7009016,2,3,8
7009017,1,4,7
7009018,1,1,6
7009019,4,6,12
7009020,1,5,6
7009021,1,7,9
7009022,1,3,7
7009023,1,3,6
7009024,7,4,22
7009025,2,3,6
7009027,1,6,6
7009028,3,5,8
7009029,2,5,9
7009030,3,3,15
7009031,3,4,14
7009032,1,6,9
7009033,2,9,6
7009034,9,4,15
7009035,2,4,6
7009037,1,5,8
7009039,1,4,8
7009040,2,3,9
7009041,4,3,11
7009042,6,6,15
7009043,2,10,11
7009044,3,6,8
7009045,2,4,10
7009046,5,5,21
7009047,1,5,11
7009048,3,9,10
7009049,3,7,9
7009050,2,1,8
7009051,2,3,7
7009052,3,2,6
7009053,1,10,8
7009057,1,9,7
7009059,3,9,7
7009060,3,3,9
7009064,9,2,18
7009065,2,5,6
7009066,2,4,14
7009069,1,10,8
7009070,2,4,8
7009071,5,5,12
7009072,4,1,10
7009073,6,5,13
7009074,7,1,11
7009075,4,2,12
7009076,3,2,14
7009077,3,2,12
7009078,5,1,8
7009079,2,5,9
7009080,3,1,6
7009082,2,6,13
7009083,1,9,11
7009084,1,5,6
7009086,1,4,4
7009087,1,4,5
7009088,3,7,14
7009090,4,2,11
7009091,4,2,11
7009092,3,1,12
7009094,4,6,14
7009095,1,1,5
7009096,1,2,14
7009097,3,2,9
7009098,4,1,12
7009099,3,1,13
7009100,5,2,8
7009102,4,3,12
7009103,2,3,7
7009104,2,4,6
7009106,4,1,7
7009109,4,1,15
7009110,8,1,11
7009111,2,3,8
7009112,2,2,10
7009113,2,4,8
7009114,1,6,16
7009115,2,10,10
7009117,2,6,7
7009118,2,10,8
7009119,3,3,6
7009120,4,3,11
7009121,1,5,9
7009122,5,4,12
7009123,3,11,13
7009124,1,7,10
7009125,4,1,11
7009126,6,3,12
7009127,5,2,9
7009128,9,3,10
7009129,5,1,5
7009130,1,5,12
7009131,1,11,7
7009132,3,4,10
7009133,2,5,8
7009134,1,4,6
7009135,2,4,10
7009136,2,5,7
7009137,1,9,6
7009139,2,10,15
7009140,2,4,9
7009141,3,9,9
7009142,5,2,8
7009146,4,2,14
7009148,3,4,5
7009149,2,6,7
7009150,1,9,10
7009151,10,1,19
7009152,3,7,8
7009154,1,8,9
7009155,1,6,8
7009156,4,5,13
7009158,6,1,4
7009159,2,4,10
7009160,1,7,7
7009161,1,6,8
7009162,5,1,8
7009163,3,1,11
7009164,2,3,7
7009165,1,9,14
7009166,3,3,11
7009171,2,5,11
7009172,2,1,7
7009176,1,2,11
7009177,2,6,15
7009178,2,3,13
7009179,2,3,10
7009180,2,1,12
7009181,2,2,10
7009182,3,3,13
7009183,3,3,17
7009184,3,1,8
7009185,3,8,12
7009187,1,4,8
7009189,2,1,11
7009190,2,1,7
7009191,2,5,7
7009194,2,3,7
7009195,2,3,12
7009196,2,2,9
7009197,2,7,10
7009198,2,1,5
7009200,2,7,15
7009201,5,4,12
7009202,1,6,7
7009203,1,3,8
7009205,4,3,10
7009208,2,1,3
7009209,3,6,15
7009211,10,4,16
7009212,2,4,8
7009213,1,3,8
7009214,3,1,11
7009216,3,1,12
7009218,3,2,16
7009219,4,2,10
7009220,2,3,21
7009221,3,2,6
7009222,2,1,6
7009223,2,2,6
7009224,1,4,8
7009225,3,6,8
7009226,1,4,12
7009227,2,4,8
7009228,1,2,7
7009229,4,2,12
7009230,4,4,18
7009231,10,4,14
7009232,2,3,8
7009233,1,1,10
7009234,1,6,10
7009235,2,7,9
7009236,5,2,5
7009237,1,6,8
7009238,3,4,12
7009239,2,4,10
7009240,4,7,7
7009241,1,2,4
7009242,1,2,7
7009243,10,2,10
7009244,2,3,10
7009248,3,3,5
7009249,1,1,6
7009250,7,1,11
7009252,2,2,7
7009253,2,6,12
7009254,2,8,11
7009255,1,3,5
7009256,2,7,14
7009257,3,3,10
7009258,2,3,6
7009260,4,1,9
7009261,1,2,9
7009262,1,2,8
7009264,1,14,11
7009265,4,1,7
7009266,1,3,15
7009267,2,3,6
7009268,1,6,7
7009269,2,2,8
7009270,3,4,11
7009271,1,3,6
7009272,4,5,11
7009273,4,3,20
7009274,2,6,9
7009277,2,3,8
7009278,4,3,17
7009279,3,9,14
7009281,2,1,9
7009282,2,7,6
7009284,3,2,8
7009285,2,3,7
7009286,1,2,14
7009287,3,6,7
7009288,1,5,11
7009289,4,4,18
7009290,4,1,5
7009291,1,1,6
7009292,1,15,12
7009293,3,11,11
7009294,5,2,11
7009295,5,6,14
7009296,5,2,10
7009297,6,5,13
7009298,2,1,5
7009299,5,1,7
7009300,7,8,15
7009301,7,8,15
7009302,1,5,7
7009303,6,3,13
7009304,5,2,13
7009305,8,6,13
7009307,2,2,7
7009308,4,2,7
7009309,5,1,9
7009310,2,3,9
7009311,1,8,21
7009312,2,2,10
7009313,2,3,10
7009314,1,2,9
7009315,3,4,8
7009316,2,3,10
7009317,4,2,12
7009318,1,7,11
7009319,2,3,9
7009320,1,5,7
7009321,1,3,7
7009322,1,2,7
7009323,5,5,9
7009324,1,2,13
7009325,1,6,7
7009326,1,15,10
7009327,2,7,9
7009328,4,7,14
7009329,1,12,11
7009330,7,8,20
7009331,2,5,11
7009332,2,6,16
7009333,5,14,21
7009334,3,4,13
7009335,3,6,8
7009336,4,5,14
7009337,5,4,6
7009339,4,9,17
7009340,7,6,9
7009342,1,10,6
7009343,1,6,5
7009344,5,4,7
7009345,3,1,7
7009346,5,6,8
7009347,3,1,8
7009348,10,6,15
7009349,2,2,5
7009350,2,2,7
7009351,2,1,6
7009353,2,3,9
7009354,5,3,24
7009355,2,1,7
7009356,1,2,9
7009357,3,5,8
7009358,2,3,14
7009359,2,6,10
7009360,6,6,8
7009362,2,2,7
7009363,4,9,19
7009364,6,2,12
7009365,2,7,9
7009368,1,4,12
7009370,3,11,15
7009371,1,2,3
7009372,1,3,5
7009373,3,5,20
7009376,3,7,21
7009377,2,2,8
7009379,2,8,7
7009380,5,3,7
7009381,4,6,8
7009382,1,4,10
7009383,1,1,3
7009385,3,2,8
7009386,5,1,13
7009387,4,3,9
7009389,2,1,4
7009390,7,2,4
7009391,3,11,12
7009392,4,8,11
7009393,2,6,10
7009394,2,1,6
7009398,2,7,9
7009399,2,2,6
7009400,3,1,6
7009401,2,3,7
7009402,1,8,4
7009403,1,6,5
7009404,4,6,9
7009406,3,3,13
7009407,1,1,5
7009408,3,6,12
7009409,2,6,18
7009410,6,4,9
7009411,1,3,12
7009412,2,6,9
7009414,2,4,8
7009415,4,2,15
7009416,3,1,8
7009417,2,6,10
7009418,2,6,10
7009419,3,3,9
7009420,3,7,4
7009421,4,3,14
7009422,6,6,11
7009423,4,3,10
7009424,5,6,12
7009425,6,6,12
7009426,1,3,6
7009427,6,7,18
7009428,4,1,7
7009429,3,2,7
7009430,4,5,10
7009431,2,8,9
7009432,1,4,8
7009434,4,1,10
7009435,2,6,8
7009436,1,4,9
7009437,2,2,8
7009439,2,3,5
7009440,2,3,6
7009441,3,2,4
7009442,3,3,7
7009443,3,2,10
7009444,3,11,11
7009446,2,3,7
7009447,1,8,14
7009448,2,2,6
7009450,4,1,9
7009451,2,3,7
7009452,3,6,9
7009453,1,2,6
7009454,2,2,4
7009455,3,6,14
7009456,3,1,3
7009457,2,4,9
7009460,5,7,23
7009461,3,6,13
7009462,5,4,9
7009463,2,3,14
7009464,1,10,20
7009465,1,5,13
7009468,2,8,13
7009469,2,5,10
7009470,1,5,7
7009475,2,2,6
7009476,1,1,8
7009477,4,1,7
7009479,2,7,8
7009482,2,5,9
7009486,2,5,9
7009488,3,4,19
7009489,4,3,15
7009491,2,12,11
7009492,3,1,10
7009493,2,2,8
7009495,2,6,13
7009496,2,2,5
7009497,4,5,5
7009498,5,2,9
7009499,1,2,6
7009500,4,1,6
7009503,3,5,4
7009504,3,2,14
7009505,3,6,9
7009506,3,6,11
7009508,3,5,5
7009509,2,3,8
7009510,1,3,6
7009513,6,8,28
7009514,2,2,4
7009516,4,4,25
7009518,1,2,7
7009519,2,9,10
7009520,1,7,17
7009521,2,3,6
7009522,2,4,16
7009523,1,1,3
7009524,1,4,7
7009525,1,5,4
7009526,2,2,7
7009527,1,1,4
7009528,2,4,7
7009529,2,4,6
7009531,2,1,5
7009532,3,4,6
7009533,3,7,6
7009534,1,4,6
7009535,1,1,7
7009536,2,3,6
7009537,4,8,9
7009538,3,6,10
7009539,2,6,7
7009540,2,2,6
7009541,4,3,6
7009542,2,1,4
7009543,3,1,7
7009544,2,7,9
7009545,3,6,15
7009546,5,1,13
7009547,3,4,8
7009548,2,8,9
7009549,5,2,12
7009550,3,3,23
7009551,3,7,8
7009552,1,3,10
7009553,1,1,8
7009554,3,1,7
7009556,2,3,7
7009558,2,8,7
7009559,3,1,18
7009560,7,1,10
7009561,2,3,7
7009562,2,5,7
7009564,2,8,9
7009565,5,4,11
7009567,7,7,32
7009568,3,11,29
7009571,3,5,13
7009573,2,2,5
7009574,2,5,7
7009575,3,4,9
7009576,1,8,10
7009577,2,3,5
7009578,2,5,6
7009579,3,7,9
7009580,3,4,10
7009581,4,7,14
7009582,1,3,9
7009583,3,5,9
7009584,6,2,12
7009585,5,4,9
7009586,2,2,8
7009588,4,6,11
7009589,3,12,11
7009590,3,3,11
7009591,5,7,10
7009592,3,3,7
7009593,9,4,17
7009594,2,4,7
7009595,4,6,14
7009596,3,4,6
7009597,3,5,6
7009598,2,5,7
7009599,12,1,10
7009600,6,1,14
7009601,2,1,6
7009604,2,5,12
7009605,2,2,6
7009606,2,1,5
7009607,3,8,10
7009608,3,8,9
7009609,3,4,7
7009610,1,4,6
7009612,4,2,19
7009613,6,3,13
7009614,2,2,11
7009615,2,4,5
7009617,4,5,8
7009618,1,7,5
7009619,3,6,5
7009620,1,7,11
7009621,3,5,8
7009622,4,1,7
7009624,4,5,5
7009625,4,2,5
7009626,1,5,4
7009627,3,3,8
7009628,1,8,13
7009629,6,1,6
7009630,4,1,12
7009631,2,4,14
7009632,7,2,6
7009633,2,3,16
7009634,2,5,18
7009635,2,6,20
7009636,4,1,7
7009637,1,8,6
7009639,2,5,7
7009641,2,5,7
7009642,1,6,5
7009643,2,1,6
7009644,3,3,7
7009645,3,2,11
7009647,2,6,10
7009649,3,4,8
7009650,1,6,9
7009651,2,5,24
7009652,4,7,17
7009654,1,3,5
7009655,1,1,7
7009656,3,2,8
7009657,3,1,12
7009658,1,3,4
7009660,3,4,7
7009661,5,1,14
7009662,2,1,3
7009663,3,7,9
7009664,1,1,7
7009665,1,1,6
7009667,1,8,8
7009669,1,11,7
7009670,3,1,7
7009671,3,9,7
7009672,1,3,7
7009675,1,6,8
7009676,2,6,7
7009677,4,6,11
7009678,3,4,9
7009680,2,2,6
7009683,5,3,14
7009684,1,8,8
7009685,4,3,3
7009686,2,4,7
7009687,3,10,12
7009688,2,1,4
7009689,1,5,7
7009690,3,4,10
7009692,1,6,5
7009693,1,3,9
7009694,2,10,18
7009695,3,8,15
7009696,3,1,6
7009697,3,6,14
7009698,3,2,9
7009699,3,8,15
7009702,3,10,10
7009703,2,2,9
7009707,5,3,6
7009708,4,3,10
7009710,3,2,4
7009711,3,3,8
7009712,1,8,9
7009715,3,3,11
7009717,5,5,15
7009718,3,1,11
7009719,5,6,12
7009721,2,3,16
7009723,2,6,7
7009726,2,7,11
7009727,6,3,13
7009728,4,3,8
7009729,2,2,7
7009730,1,3,4
7009731,1,11,5
7009732,3,2,10
7009734,2,8,8
7009735,5,1,15
7009737,7,8,7
7009739,3,2,7
7009740,7,14,25
7009741,2,1,5
7009744,3,4,8
7009746,2,2,7
7009747,2,1,3
7009753,4,2,14
7009755,5,16,16
7009756,3,4,17
7009757,1,2,7
7009759,2,8,12
7009760,2,2,7
7009761,4,2,5
7009762,4,7,11
7009763,3,1,7
7009764,3,5,12
7009765,6,4,12
7009766,3,1,6
7009767,2,7,10
7009769,3,4,6
7009770,5,6,20
7009771,2,2,4
7009772,8,8,12
7009773,2,8,18
7009774,2,6,6
7009775,6,3,21
7009776,1,6,7
7009777,2,6,12
7009779,3,5,12
7009782,1,1,5
7009783,2,5,9
7009784,3,1,5
7009785,4,4,7
7009786,2,4,9
7009787,5,5,14
7009788,1,9,16
7009791,1,5,6
7009792,2,2,6
7009793,2,8,8
7009794,2,5,12
7009796,6,2,18
7009799,4,5,10
7009800,7,2,10
7009802,2,4,6
7009803,5,6,9
7009804,7,2,11
7009805,1,4,9
7009806,2,2,6
7009807,4,2,9
7009808,6,1,10
7009809,6,1,13
7009810,1,7,13
7009813,1,4,4
7009814,2,4,17
7009815,3,5,8
7009816,3,1,18
7009817,3,3,5
7009818,4,2,22
7009819,3,2,4
7009821,3,4,7
7009822,3,3,11
7009823,6,2,6
7009824,6,2,12
7009825,1,5,7
7009826,3,3,6
7009827,5,3,16
7009828,8,4,15
7009829,4,1,12
7009830,2,3,7
7009833,5,4,24
7009834,4,2,12
7009835,6,7,9
7009836,1,2,4
7009837,2,4,10
7009838,1,1,7
7009839,2,2,6
7009841,3,6,8
7009842,6,3,12
7009843,3,5,11
7009844,4,5,13
7009845,3,8,10
7009846,2,4,7
7009847,2,5,8
7009849,1,6,8
7009851,2,3,8
7009852,2,5,13
7009853,2,7,7
7009854,3,8,9
7009855,2,5,7
7009856,2,3,5
7009857,5,2,9
7009858,5,4,12
7009859,2,3,6
7009860,3,1,7
7009861,1,1,4
7009862,1,13,10
7009863,2,14,9
7009865,2,3,9
7009866,1,5,11
7009867,2,6,9
7009868,4,4,13
7009869,1,4,8
7009870,2,5,8
7009871,3,4,6
7009872,4,1,8
7009873,7,2,12
7009877,4,5,8
7009878,2,9,6
7009879,3,3,7
7009880,4,8,16
7009881,3,7,8
7009882,4,10,11
7009883,2,10,6
7009885,2,3,8
7009886,3,2,5
7009887,3,5,14
7009888,1,6,11
7009889,3,3,11
7009890,3,6,11
7009891,2,5,10
7009892,2,4,9
7009893,3,1,6
7009894,2,5,10
7009897,5,1,11
7009898,2,2,7
7009899,4,4,10
7009900,2,7,10
7009901,2,3,5
7009902,2,11,16
7009903,4,5,9
7009904,1,1,5
7009905,2,5,7
7009906,3,3,10
7009907,3,1,15
7009910,4,6,9
7009911,2,1,4
7009913,1,7,9
7009914,1,6,6
7009915,1,5,11
7009916,1,3,8
7009917,1,5,8
7009918,1,6,10
7009919,4,3,12
7009920,4,2,14
7009921,2,3,8
7009922,3,1,11
7009923,7,12,27
7009924,3,2,16
7009926,3,3,16
7009927,2,6,7
7009928,1,3,9
7009929,5,2,15
7009930,1,6,10
7009931,4,9,13
7009932,3,3,8
7009933,1,10,9
7009934,3,6,9
7009935,6,8,9
7009936,4,5,11
7009937,3,3,10
7009938,2,2,12
7009939,1,1,5
7009940,3,6,10
7009941,2,2,8
7009942,1,10,7
7009943,4,5,12
7009944,7,1,17
7009945,2,5,9
7009947,11,2,16
7009948,2,1,6
7009949,3,5,11
7009950,3,5,14
7009951,2,6,10
7009952,9,1,14
7009954,3,2,7
7009955,4,7,10
7009956,1,6,5
7009958,3,4,8
7009959,1,6,6
7009962,2,5,7
7009963,3,1,14
7009968,4,5,15
7009969,1,7,11
7009972,5,2,7
7009973,8,8,14
7009974,5,9,12
7009975,5,4,15
7009976,2,5,3
7009977,3,2,7
7009978,9,6,15
7009979,6,2,13
7009980,8,9,18
7009982,4,4,9
7009984,9,2,12
7009985,2,7,7
7009986,3,3,8
7009987,2,1,8
7009988,2,3,6
7009989,2,4,4
7009990,1,5,7
7009991,3,4,9
7009992,2,3,3
7009993,2,2,9
7009994,1,1,5
7009995,4,3,14
7009996,4,1,9
7009997,2,7,14
7009998,4,7,20
7009999,6,3,9
7010000,4,1,17
7010001,1,3,5
7010002,3,1,8
7010003,5,2,5
7010005,3,4,12
7010007,3,1,8
7010008,3,2,15
7010010,2,7,7
7010011,2,3,8
7010012,9,1,12
7010013,2,5,6
7010016,1,6,7
7010017,6,7,24
7010020,2,2,7
7010021,3,11,5
7010022,3,3,16
7010023,7,3,19
7010024,2,1,9
7010025,2,2,6
7010026,4,11,11
7010027,2,6,8
7010028,3,1,5
7010029,2,4,7
7010030,6,8,9
7010031,2,4,4
7010032,3,1,5
7010033,2,1,6
7010034,1,12,11
7010035,1,2,7
7010036,1,6,6
7010037,4,5,9
7010038,1,5,7
7010040,2,1,6
7010041,1,12,13
7010043,5,2,9
7010045,3,4,7
7010046,3,6,12
7010047,1,4,7
7010048,5,1,12
7010049,2,5,6
7010050,4,1,11
7010051,3,3,8
7010052,3,3,12
7010053,2,2,7
7010055,2,4,8
7010056,6,5,24
7010057,3,1,6
7010059,1,10,10
7010060,2,4,14
7010061,1,6,5
7010064,1,11,14
7010065,3,8,16
7010066,2,2,4
7010067,3,5,11
7010068,1,2,5
7010069,2,2,6
7010071,2,4,17
7010072,2,14,14
7010073,4,6,6
7010074,1,7,12
7010075,2,8,8
7010076,3,3,9
7010078,1,7,12
7010079,2,3,7
7010080,2,6,11
7010081,2,2,7
7010082,2,5,13
7010083,2,9,8
7010084,2,6,8
7010085,4,7,4
7010086,2,6,9
7010087,3,8,8
7010088,2,5,9
7010089,1,8,12
7010090,5,2,12
7010091,4,1,5
7010093,5,14,13
7010094,2,1,15
7010095,2,4,5
7010097,2,1,6
7010099,2,3,6
7010100,3,6,12
7010102,2,2,6
7010105,3,5,10
7010106,3,2,8
7010109,1,2,4
7010110,2,5,10
7010112,1,8,8
7010115,1,2,4
7010116,3,5,7
7010117,2,3,6
7010118,2,2,6
7010121,2,3,7
7010123,1,2,5
7010124,2,2,5
7010126,2,3,7
7010128,2,3,5
7010129,5,5,29
7010130,6,4,16
7010131,3,1,8
7010132,3,1,10
7010133,2,3,12
7010134,2,6,9
7010135,5,3,12
7010136,1,2,6
7010137,5,1,7
7010138,4,11,16
7010139,12,2,17
7010140,2,4,10
7010141,4,8,14
7010142,2,3,7
7010143,3,5,8
7010145,1,7,10
7010146,3,3,8
7010147,5,5,13
7010148,4,1,13
7010149,3,3,10
7010150,4,3,9
7010151,2,4,7
7010152,3,9,13
7010153,1,3,8
7010154,1,2,10
7010155,1,1,5
7010158,1,7,6
7010160,2,4,5
7010161,4,6,9
7010162,1,10,15
7010163,2,10,12
7010164,8,1,6
7010165,1,9,9
7010167,7,1,10
7010168,1,1,7
7010170,1,3,7
7010171,2,7,6
7010172,5,1,11
7010173,2,6,9
7010174,1,1,7
7010175,4,5,10
7010176,2,7,11
7010179,3,9,6
7010180,5,3,12
7010181,2,1,8
7010182,4,2,13
7010183,2,5,13
7010184,4,4,8
7010185,3,5,11
7010186,4,4,7
7010187,6,6,13
7010189,3,3,14
7010190,2,1,4
7010191,4,1,5
7010193,2,2,4
7010194,2,1,7
7010196,1,5,4
7010199,1,2,9
7010200,2,4,5
7010201,2,1,7
7010202,2,8,8
7010203,4,3,18
7010204,2,8,12
7010205,4,2,18
7010206,1,3,8
7010207,5,3,9
7010208,4,8,9
7010209,3,7,13
7010210,1,4,9
7010212,4,1,6
7010214,3,1,8
7010215,2,4,8
7010217,5,1,7
7010218,4,10,22
7010219,4,5,11
7010220,4,5,15
7010223,3,4,8
7010224,3,1,6
7010226,1,4,8
7010228,6,1,11
7010229,3,1,8
7010230,1,5,7
7010231,7,3,4
7010234,4,2,12
7010235,3,4,9
7010236,4,1,5
7010237,2,12,9
7010238,2,2,9
7010239,1,5,4
7010240,3,2,7
7010242,4,1,14
7010243,2,8,15
7010244,3,3,10
7010245,2,2,11
7010246,4,3,9
7010247,3,4,8
7010248,2,4,7
7010249,3,3,12
7010250,3,2,7
7010252,6,4,13
7010253,2,3,7
7010256,3,1,6
7010257,2,1,7
7010258,2,4,9
7010259,2,5,8
7010261,5,1,9
7010262,1,11,12
7010263,1,7,8
7010265,1,4,9
7010266,1,7,9
7010267,2,6,7
7010268,2,7,9
7010269,2,7,9
7010271,5,4,10
7010273,2,4,8
7010274,3,5,9
7010276,1,2,15
7010277,2,5,7
7010280,1,4,12
7010281,1,1,7
7010282,3,8,9
7010283,3,5,7
7010284,3,3,10
7010285,5,7,6
7010286,6,2,14
7010287,1,2,4
7010288,3,4,8
7010289,4,1,13
7010291,2,5,7
7010292,3,7,13
7010293,2,8,7
7010294,2,9,10
7010295,2,2,13
7010296,1,6,10
7010297,2,1,10
7010298,1,3,5
7010299,1,5,4
7010300,1,5,7
7010301,1,6,6
7010302,1,2,5
7010303,8,5,19
7010304,4,1,11
7010306,1,6,7
7010307,5,4,5
7010308,2,3,10
7010310,6,6,8
7010311,1,5,3
7010312,1,13,9
7010314,5,7,7
7010316,2,5,7
7010317,3,6,8
7010318,4,4,18
7010319,1,5,7
7010323,3,4,10
7010324,2,8,8
7010328,1,5,13
7010330,5,2,8
7010331,5,4,15
7010332,5,5,7
7010333,1,1,3
7010334,3,5,14
7010335,2,3,9
7010336,2,3,8
7010337,4,2,10
7010338,2,6,11
7010339,3,9,9
7010340,2,6,9
7010341,2,7,9
